"id","text","score","imdbid"
"20002","Representing a dazzling artistic leap forward for LAIKA, the stop-motion animation studio’s fourth feature — and first full-blown fantasy — is an eye-popping delight that deftly blends colorful folklore with gorgeous, origami-informed visuals to immersive effect.","100","4302938"
"20003","I haven't been so captivated, chilled and surprised by a movie in years.","100","167404"
"20004","Since Joy is a David O. Russell film, the presence of a) Lawrence and b) bizarre, fizz-popping explosions of catharsis are to be expected. But the ringmaster of The Fighter, Silver Linings Playbook and American Hustle seems to have mellowed a little, which means fewer outright belly laughs, but a more layered and involving emotional landscape.","100","2446980"
"20005","""Cloverfield"" director Matt Reeves hasn't ruined the elegant Swedish vampire story by remaking it. If anything, he's made some improvements, including the addition of a tense action-horror sequence in the middle of the film.","100","1228987"
"20006","While no one is going to place Costner alongside Laurence Olivier in the acting department, he brings a likability to Dunbar that many better performers might not have been able to match.","100","99348"
"20007","Martin Scorsese’s Mean Streets is a true original of our period, a triumph of personal filmmaking. It has its own hallucinatory look; the charac­ters live in the darkness of bars, with lighting and color just this side of lurid. It has its own unsettling, episodic rhythm and a high-charged emo­tional range that is dizzyingly sensual.","100","70379"
"20008","The movie's satisfactions are subtle, but they run deep, and there are many.","100","781435"
"20009","It's gloriously absurd. This movie has holes in it big enough to drive the whole movie through. The laws of physics seem to be suspended here the same way as in a Road Runner cartoon.","100","944835"
"20010","Among the funniest and most satisfying films I've seen in years.","100","140397"
"20011","The performances are crucial, because all of these characters have so completely internalized their world that they make it palpable, and themselves utterly convincing.","100","206634"
"20012","A heady flow of brilliant stupidity.","100","88258"
"20013","Real Genius is great, the freshest, most insouciant Hollywood inspirationsince Risky Business. Director Martha Coolidge was handed a fleet cast anda well- oiled screenplay and she plumb took off. The darn thing works sowell it fairly sings. [12 Aug 1985]","100","89886"
"20014","This is smart, silky, sensitive, and funny old-school movie magic.","100","1193138"
"20015","Black Swan is visceral and real even while it's one delirious, phantasmagoric freakout.","100","947798"
"20016","A brilliantly truthful film on a subject that is usually shrouded in wishful thinking, mythmongering and outright denial.","100","1327773"
"20017","Stands next to Young Frankenstein as Brooks' best movie, and, of course, boasts the god of all fart gags.","100","71230"
"20018","The ambition of Under the Silver Lake is worth cherishing. It will either evaporate into nothingness or cohere into something you’ll want to hug for being so wonderfully weird.","100","5691670"
"20019","Funny People is a true brass ring effort, a reach for excellence that takes big risks. It's 146 minutes, with a story that's more European in feeling than American.","100","1201167"
"20020","The story Stiller tells manages to float in a most peculiar, satisfying way.","100","359950"
"20021","Emma is the peak of the recent Austen pack and a star-maker, too -- an antidote to a summer in which even good movies have subordinated writing and characters to special effects. [02 Aug 1996, Pg.01.D]","100","116191"
"20022","Director Carl Franklin, who also adapted the screenplay from Walter Mosley's prize-winning novel, isn't particularly concerned with the machinations of mystery plots. Nor is he seduced by the temptations of noir visual style (although Tak Fujimoto's camera work is plenty stylish).","100","112857"
"20023","On its bright face, The Imitation Game, written by Graham Moore and directed by Morten Tyldum, fits into that cozy genre of tortured-genius biopics that sprout like kudzu just in time for the Oscars. But that’s not fair to the film, which outthinks and outplays other examples of the genre.","100","2084970"
"20024","Considering Haneke's confrontational past, this poignantly acted, uncommonly tender two-hander makes a doubly powerful statement about man's capacity for dignity and sensitivity when confronted with the inevitable cruelty of nature.","100","1602620"
"20025","In its entirety, Hairspray has the funny tilt that only a director-choreographer like Shankman can give to a movie.","100","427327"
"20026","A wonderful movie...It isn't remarkable visually, but features some of the best young actors in the country.","100","83833"
"20027","The film's immense cast and crew, headed by director Michael Bay, writer Randall Wallace and stars Ben Affleck, Josh Hartnett and Kate Beckinsale, blend artistry and technology to create a blockbuster entertainment that has passion, valor and tremendous action.","100","213149"
"20028","The moments between the characters are absolutely full. It's a pleasure to watch such consummate professionals.","100","337741"
"20029","The film's freedom and control, its inspiration and focus, announce it as the work of a confident and mature artist.","100","497465"
"20030","Cinematographer Willis superbly captures the turn-of-the-century period, applying a seriographic tint to flashback scenes for a softer, richer look than the sharp image of the ongoing contemporary story.","100","71562"
"20031","Hail, Caesar! is pure, popcorn fun — a visual treat, a comedic tour de force and a sublime and sly slice of satire.","100","475290"
"20032","The chase influenced a generation of filmmakers, and Hackman's Popeye Doyle put an indelible stamp on the archetypal burned-out cop who was to become such a ubiquitous presence in movies. [12 March 1999, p.16]","100","67116"
"20033","This bracing movie...gets off to a spirited start and rarely lets up, sharing with viewers a little-known chapter of history as inspiring as it is intriguing.","100","4846340"
"20034","One of the most sheerly enjoyable films of recent years, this sophisticated horror comedy, written and directed by Brian De Palma, is permeated with the distilled essence of impure thoughts.","100","80661"
"20035","Tempers moments of despair with deliriously romantic passages abetted by James Horner's traditionally lush score and photography by John Toll (""Legends of the Fall's"" Oscar winner).","100","112573"
"20036","In a severe, uncompromising manner that none of his previous films has approached, Spielberg has captured the terror of the Nazi reign as well as the determination and resourcefulness of those who resisted. He has created one of the most shocking movies yet made about the Holocaust (there were several walkouts at the screening I attended) and one of the most inspiring.","100","108052"
"20037","Destroyed yet defiant, Robbie walks the emotional tightrope of the most fabulously, tragically American film of the year.","100","5580036"
"20038","This smashing science-fiction adaptation of H.G. Wells's famous novel has more creativity in every frame than most latter-day rip-offs have in their entirety.","100","54387"
"20039","It takes a genuine master craftsman to take something as complex and difficult as this and make it look easy, but it also takes an artist with a great ear to take something as dense with exposition as this is and make it practically sing.","100","3659388"
"20040","Empire of the Sun is such a grand, successful blend of epic filmmaking and personal drama, it's hard to believe Steven Spielberg made it. [11 Dec 1987, p.G15]","100","92965"
"20041","Utterly absorbing, extremely smart and - considering this is a sad, shabby, drably grey-green world of obsessives, misfits, misdirection, disillusionment, self-delusion and treachery - quite beautifully executed.","100","1340800"
"20042","So phenomenal that Bill Murray can't even steal it. And he tries. So excellent that Murray's MTV progeny Tom Green can't sink it.","100","160127"
"20043","A truly majestic visual tone poem.","100","257044"
"20044","More than anything this is an intelligent film, a satisfying bit of old-school sci-fi suspense.","100","1182345"
"20045","One terrific movie... Pacino and Depp are a match made in acting heaven, riffing off each other with astonishing subtlety and wit.","100","119008"
"20046","The film’s indisputable centerpiece is the protracted werewolf transformation sequence.","100","82010"
"20047","Trainwreck is more than funny. It's also wise, and that hard-won wisdom makes this a can't-miss for anyone who feels bruised by love, but never beaten.","100","3152624"
"20048","Ford's film, shot by Gregg Toland with magnificent, lyrical simplicity, captures the stark plainness of the migrants, stripped to a few possessions, left with innumerable relations and little hope.","100","32551"
"20049","I don't know what vast significance Michael Clayton has (it involves deadly pollution but isn't a message movie). But I know it is just about perfect as an exercise in the genre.","100","465538"
"20050","Effervescent, unflappable, supremely pleased with herself, Cher (delightfully played by the much-publicized Alicia Silverstone) is the comic centerpiece of Clueless, a wickedly funny teen-age farce from writer-director Amy Heckerling that, like its heroine, turns out to have more to it than anyone could anticipate. [19 July 1995]","100","112697"
"20051","Like any creative endeavor a film is the sum of its parts. In the most elementary terms it needs a screenplay as a base, a cast to bring the script to life and a director to orchestrate the pieces into something of considerable impact. Excuse the hyperbole, but Tom McCarthy's Spotlight is an example of when all those pieces fit together almost perfectly.","100","1895587"
"20052","This is one of the greatest performances in the history of the cinema.","100","340855"
"20053","In his big-screen directing debut, British film maker Danny Boyle demonstrates wit, intelligence and economy of style.","100","111149"
"20054","Its most impressive accomplishment is to gather a bewildering labyrinth of facts and suspicions over a period of years, and make the journey through this maze frightening and suspenseful.","100","443706"
"20055","The movie remains a classic for the themes it represents, both on screen and off. [25 June 2005]","100","49261"
"20056","What a mad and brilliant film it is: 1,000-degree proof Seventies cinema. [30th Anniversary Release]","100","75314"
"20057","Missing, which should easily turn out to be one of the year's best films, is essentially the taut, moving story of three people, two countries and one institution. [13 Feb 1982]","100","84335"
"20058","An excessive, expressionistic, agreeably nonjudgmental period biography that carries with it an enormous emotional wallop. [01 Mar 1991]","100","101761"
"20059","To talk more about the movie's layers is to risk giving away too much. I'll say only that this film confirms Nolan's status as the director whose work I look forward to more than any other.","100","482571"
"20060","It's clever, farcical and offers wry social commentary. With its heartfelt performances, intelligent writing and subtle humor, this is easily one of the most perceptive and engaging movies of the year.","100","2390361"
"20061","Enough about the CGI tweaking, is this film really Lucas's unloved masterpiece? The film that got lost in the shadow of ""American Graffitti"" and ""Star Wars"" while, actually, being a better film?","100","66434"
"20062","Despite the gender gap between the film’s creator and his subjects, the film is beautifully perceptive and, at times, deeply poignant. Mills has created the kind of comedy in which you laugh with recognition because its dilemmas feel so familiar.","100","4385888"
"20063","Three decades ago, Milk and his ilk were able to enlist President Jimmy Carter and future President Ronald Reagan in the gay fight against Prop. 6. But this fall, Barack Obama was all but mute on Prop. 8. Some community organizers, like the President-elect, are more cautious than others. It's a shame Harvey Milk wasn't around to recruit him.","100","1013753"
"20064","A masterpiece. A work of grand visual wit, clever songs, funny gags and genuine pathos, it is perhaps the greatest stop-motion animated film ever, a painstaking style of model animation that computers have all but completely done away with.","100","107688"
"20065","As an action film — which in small bursts it is — Blue Ruin is disquieting and raw, like Commando turned inside out.","100","2359024"
"20066","Big Fish really is a big delight.","100","319061"
"20067","You'll laugh, you'll cry -- the year's best movie.","100","265666"
"20068","Few films are ever as enjoyable and endearing as Sing Street.","100","3544112"
"20069","My only complaint about Naked Gun 2 1/2 is that it doesn't give you enough time to finish laughing at one gag before the next one comes along, cracking you up all over again. Naked Gun 2 1/2 is high-flying low comedy, 90 minutes of sublime nonsense that only the devoutly humorless could hate. [28 June 1991, p.69]","100","102510"
"20070","Before Sunrise is a film that first startles you with its simplicity, then bowls you over with its complexity.","100","112471"
"20071","While adhering to an internal logic that makes each punchline land with a satisfying burst of glee, the movie nevertheless stems from genuine fury aimed a broken world. It's the rare storytelling endeavor that manages to be laughably absurd and profoundly tragic at the same time.","100","3011894"
"20072","Intelligent and crackling with crisp, provocative visual energy, Copycat, the new thriller starring Sigourney Weaver and Holly Hunter, is so creepy and dangerous-feeling that it's like a knife edge pressed against the jugular.","100","112722"
"20073","While MR. SMITH GOES TO WASHINGTON is the most moral of films, it is so artfully filled with real emotion that it never becomes heavy-handed.","100","31679"
"20074","Perrotta and Field succeed, not by guessing, but by knowing this world. They understand it enough to see it with cold precision -- and to approach it, at times, with disarming warmth. The characters aren't types, but people.","100","404203"
"20075","Tilling some of the same conspiracy turf he explored in ""All the President's Men,"" Pakula has improved on Grisham's book by excising much of the detritus, crafting a taut, intelligent thriller that succeeds on almost every level.","100","107798"
"20076","By the time Tully hits its homestretch -- and its nicely played third-act revelation -- it all ends up making perfect, beautiful sense. In the process, Tully becomes the sweetest, funniest, most insightful portrayal of post-partum depression you're likely to see for some time.","100","5610554"
"20077","The effect is like watching an opera without music. Or a musical drama in which no one sings. These departures from a realistic convention never feel like static set pieces - that's the great success of the film and of the poems themselves.","100","1405500"
"20078","Double Indemnity is the season's nattiest, nastiest, most satisfying melodrama.","100","36775"
"20079","One of the best police movies in recent years, a virtuoso fusion of performances and often startling action.","100","1855199"
"20080","An emotional smackdown. Rourke's never been better, and the change of pace and texture suits Aronofsky perfectly. ""The Raging Bull"" of wrestling movies? Oh, go on then.","100","1125849"
"20081","A conventionally heightened series of escapes and clashes and hide-and-seek gambits, yet the way the film has been made, nothing that happens seems inevitable -- which is to say, anything seems possible. There's a word for that sensation. It's called excitement.","100","372183"
"20082","There's not a scene here where Badham doesn't seem to know what he's doing, weaving a complex web of computerese, personalities and puzzles; the movie absorbs us on emotional and intellectual levels at the same time. And the ending, a moment of blinding and yet utterly elementary insight, is wonderful.","100","86567"
"20083","Barry Sonnenfeld's stunning cinematography and the sharply etched characterizations make this film one for the ages.","100","100150"
"20084","Back to the Future entertainingly deals with the child's eternal question: If my parents had never met, where would that leave me?","100","88763"
"20085","One of the greatest films about the civilian experience of war ever made anywhere.","100","118799"
"20086","The women are remarkable, unforgettable. But don’t overlook Nivola, an enigmatic figure as the rabbi and husband.","100","6108178"
"20087","One of the great New York films, swathing the city in a layers of dewy love and glossy chic. [Review of re-release]","100","54698"
"20088","Smart people will relish its temerariousness, average people will smile awkwardly and comment that it's ""kinda different,"" and dimly lit people may mistake it for the Elmo movie and drool quietly in the back rows. It's a movie for everyone.","100","120601"
"20089","The film is stupendous: as antic as Boogie Nights and Punch-Drunk Love, but with The Master and There Will Be Blood’s uncanny feel for the swell and ebb of history.","100","1791528"
"20090","One of modern American film’s most intelligent and provocative accounts of a nation’s political failings, and a near-perfect depiction of journalism at its purist and most inspired. To be more succinct, it is quite brilliant.","100","74119"
"20091","Batman Returns could mark a happy beginning for Hollywood -- not because it might make a mint but because it dispenses with realism and aspires to animation, to the freedom of idea and image found in the best feature-length cartoons.","100","103776"
"20092","What makes The Two Popes so delightful, other than the very funny script, is watching two seasoned actors play off each other for two hours. Both Hopkins and Pryce illustrate what the craft of acting is really about.","100","8404614"
"20093","Henry Fool is far and away writer-director Hal Hartley's best movie.","100","122529"
"20094","If the characters weren't so well drawn, if the effects weren't so convincing, and if the upshot weren't so ghastly, the moral component wouldn't carry any weight. But Trank tells his tale with an emotional and visual crispness that gives the superhero genre its best crack at naturalism so far.","100","1706593"
"20095","Granddaddy of beast-on-the-loose movies.","100","24216"
"20096","At its best, Fury examines the psychological experience of warfare.","100","2713180"
"20097","Barry's questions are powerful whether asked by a future president or a future janitor. The script is great no matter who it's about — it's just that fewer curiosity-seekers would give it a watch were it about someone else.","100","5477566"
"20098","This is one of the most entertaining science-fiction fantasies ever to come out of Hollywood.","100","63442"
"20099","This blisteringly cynical satire, written by Paddy Chayefsky, is one of the darkest movies ever made, a cold-eyed lament for a society torn apart by upheavals of the Sixties.","100","67217"
"20100","The best and most lavishly appointed, gorgeously photographed period movie in years.","100","5437928"
"20101","A biting satire of military myopia and political double-dealing -- possibly the best wartime comedy since Robert Altman's ""M*A*S*H.""","100","120188"
"20102","It is a creamily sensuous, richly observed piece of work, handsomely detailed and furnished: the clothes, the hair, the automobiles, the train carriages, the record players, the lipstick and the cigarettes are all superbly presented. The combination of all this is intoxicating in itself.","100","2402927"
"20103","As far as animated movies go, it doesn't get that much better than Frozen. It's a new Disney classic.","100","2294629"
"20104","Shot for shot, Big Eyes is one of the most beautiful-looking movies of 2014, but to say that isn’t enough, because it’s not just pretty, not just pleasing to the eye. It’s visually astute. It is made by people aware of what these screen images mean, what they refer to, and the psychological effect that they will have on an audience.","100","1126590"
"20105","It is a remarkable achievement in filmmaking, a beautiful and brutal work.","100","181865"
"20106","It's a terrific movie, smart and funny enough to hold up at any time of year.","100","319343"
"20107","As for that famous last line, “Well, nobody’s perfect,” it’s best left uncontextualized for those who haven’t seen it. It’s Hollywood’s subtlest moment of compassion, a wink and a hug at the same time, and the reason why the movie will always be immortal.","100","53291"
"20108","With a surgical saw instead of a hatchet, del Toro takes apart patriarchy and opportunistic religion as well as fascism.","100","457430"
"20109","Nima Nourizadeh’s American Ultra is a bloody valentine attached to a bomb. It’s violent, brash, inventive and horrific, and perhaps the most romantic film of the year.","100","3316948"
"20110","Far From Heaven would have been one of the great American films of the '50s; it is certainly the finest American melodrama of our time.","100","297884"
"20111","Klute still perhaps stands as Pakula's finest moment. Informed in part by the conventions of film noir - duplicitous female, ambitious private investigator, and murky goings on of the sexual variety - Klute manages to distill them all into something highly original and distinctly unsettling.","100","67309"
"20112","The film’s sweetness and bitterness are held so perfectly in balance, and realised with such sinew-stiffening intensity, that watching it feels like a three-hour sports massage for your heart and soul.","100","4048272"
"20113","Robert Wise has transformed the delightful Rodgers and Hammerstein musical stage production of ""The Sound of Music"" into a magical film in which Julie Andrews gives an endearing performance in the role of Maria, the governess.","100","59742"
"20114","The Stranger is not as wildly creative as his other films, but all the Welles trademarks are present, including superior lighting, inventive camera angles, strong transitions, and characters silhouetted in darkness.","100","38991"
"20115","The combination of a literate script, an adroit cast and an economical style is simple addition that achieves an alchemical feat: the best film of the year.","100","1174732"
"20116","It’s a reinvented romantic comedy, sassy and fun, that doesn’t necessarily rely on obvious tropes and is worth the wait.","100","3104988"
"20117","Body Double, while not his finest, is the best candidate as De Palma’s signature film. It’s a wicked, feature-length double entendre from a Doublemint era. Take it at face value, take it for its prurience or take it for all it’s worth. Hell, try taking on all three at once.","100","86984"
"20118","Chilling Fosse vision of Weimar Berlin, stylishly directed and choreographed, featuring a show-stopping musical performance by Minnelli, Grey's unforgettable emcee and thoughtful acting from Michael York.","100","68327"
"20119","Five Easy Pieces is the very definition of a character study, and one of the best American cinema has produced.","100","65724"
"20120","The title of Never Look Away is deliciously ironic: This is one of the most mesmerizing, compulsively watchable films in theaters right now.","100","5311542"
"20121","A screwball surrealist comedy that asks us to laugh at an unconventional romance while also disarming us with the realization that its fantasy scenario isn't too far from our present reality.","100","1798709"
"20122","It's crucial to note, too, that this isn't just a nice little movie for older people: There's some real bite to the way it deals with the life questions that come with aging, and whatever sweetness it has is just an undertone, not a feel-good frosting overlay.","100","3236120"
"20123","The picture draws out the obvious and turns itself into a classic. [26 June 1989]","100","97165"
"20124","Brooks's most accomplished work, combining his well-known brand of comedy with stylish direction and a uniformly excellent cast.","100","72431"
"20125","There is much to praise about this sweet, smart comedy of intergenerational conflict and solidarity.... But honestly, the wonder that is Grandma can be summed up in two words: Lily Tomlin.","100","4270516"
"20126","An awe-inspiring film.","100","2935510"
"20127","As is customary in Mr. Baumbach’s pictures, the acting is spectacular.","100","5536736"
"20128","As sad and poignant and potentially hopeful as it is amusing. The movie is our story as much as it is Schmidt's, no matter if it's viewed as a self-reflection or cautionary tale","100","257360"
"20129","The Kids Are All Right probably could have used a few more scenes to come to an even more satisfying conclusion. But it's a terrific film anyway.","100","842926"
"20130","Room is more than the title of one of the year’s most powerful movies — it’s a state of mind that’s unbearably tense and as claustrophobic as a straitjacket","100","3170832"
"20131","A serious movie that slowly earns its emotion and enlists our involvement. Even before the finish, it’s goosebumps all around.","100","4669788"
"20132","All the up-from-under satisfaction of an underdog getting over, with the added oomph of the truth.","100","195685"
"20133","This beautifully structured fable may be focused on the specific pain, of a specific child, during a specific moment in time, but it blows up every fragment of its premise into heart-stirring universal appeal.","100","3416532"
"20134","This movie has everything but Humphrey Bogart, and I'm sure he's sorry he was unavailable.","100","114814"
"20135","The most un-MGM movie that the studio ever made gave Dracula director Tod Browning the chance to tell a story that horrified audiences. [13 Aug 2004, p.4E]","100","22913"
"20136","A feast of a film that goes on feeding you long after you've left the theater. [25 Dec 1995, p.83]","100","115012"
"20137","The most literally exciting film you will see this year. Forget the off-putting banner of another Iraq movie -- go, watch, marvel, endure and book in the palliative of a stiff drink afterwards.","100","887912"
"20138","A thumpingly good ode to friendship, hope, wit, wiles and wisdom, brimming with crackling characters and topped with the most twisteroo of twists since ""The Crying Game.""","100","111161"
"20139","It is a smart, supremely watchable and entertaining film, and Close gives a wonderful star turn.","100","3750872"
"20140","It is boldly NC-17, but unlike most exploitation cinema, Ferrara can’t seem to help himself from making the film a personal, frightened psychic diary, a pitiful shriek for help, and a powerful statement about how even the damned can achieve a moment of fleeting grace.","100","103759"
"20141","In short, Batman is terrific - funny, smart and sensitive too, the perfect cinematic date.","100","96895"
"20142","Take a funny, touching, complex play that moves at a breakneck pace, filter it through the huge (if often underrated) talents of director Fred Schepisi, and you've got Six Degrees of Separation. Such a rare gift - a film that treats language with infinite respect and ideas with cultivated precision, a film that challenges us to keep up and rewards our efforts with a bittersweet comedy of manners. [24 Dec 1993]","100","108149"
"20143","The movie is tough-minded: It zeroes in on Patrick's anger at dating a closeted football star, and it doesn't let Charlie off the hook for his cruelty or self-pity.","100","1659337"
"20144","John Wayne's Ethan is his all-time top performance: funny, romantic, hard-bitten, scary, the personification of machismo.","100","49730"
"20145","The invisible wizard Peter Jackson makes use of every scene to show us the meaning of magnificence. Never has a filmmaker aimed higher, or achieved more.","100","167260"
"20146","The rare expert film bio. Coal Miner's Daughter features an Oscar-winning performance by Sissy Spacek as country music queen Loretta Lynn. Masterfully directed by Michael Apted, the film traces the famed country singer's life from her beginnings in a tumbledown shack in Butcher Hollow, Kentucky, through her huge success, marital discord, and battle with prescription drugs.","100","80549"
"20147","The drama it might remind you most of, oddly enough, is ""Six Degrees of Separation,"" also about the snowballing connections between unlikely people. And as in that urban clash, the bedrock of it all is social responsibility, ever crumbling and rebuilding. A total triumph.","100","1832382"
"20148","One of Hitchcock's very best comic thrillers, North by Northwest features scene after unforgettable scene.","100","53125"
"20149","The result is mainstream moviemaking at its highest, most satisfying level.","100","268978"
"20150","Paul Newman won his Best Actor Oscar for its 1986 sequel, The Color of Money, but he executed an equally award-worthy turn in Robert Rossen’s jazzy, boozy pool-hall morality play.","100","54997"
"20151","Over the years, Phoenix has given us some of the most memorable portraits of dark flawed men from Commodus to Johnny Cash. Here, he is excellent, utterly convincing as a man who has been hammered by the world and so has decided to hammer it back.","100","5742374"
"20152","Director Charles Crichton's hilarious romp.","100","95159"
"20153","Kramer vs. Kramer is, essentially, a television movie that was raised into the feature category by the excellence of the execution.","100","79417"
"20154","It's a startling physical transformation, as Noland goes from flabby desk jockey to lean, mean fishing machine. But even more remarkable is the mental transformation Hanks effects.","100","162222"
"20155","The Incredibles has that rare quality of feeling modern and classic at the same time.","100","317705"
"20156","Die Hard 2, which is far and away the best of the big summer action pictures, is an almost perfect blend of suspense, thrills, human drama and, perhaps most important, comedy. [6 July 1990, p.3F]","100","99423"
"20157","The Thing has emerged as one of our most potent modern terrors, combining the icy-cold chill of suspicion and uncertainty with those magnificently imaginative effects blowouts.","100","84787"
"20158","A masterpiece.","100","147612"
"20159","Spring Breakers seems to be holding a funhouse mirror up to the face of youth-driven pop culture, leaving us uncertain whether to laugh, recoil in horror, or marvel at its strange beauty. All I knew is I couldn't wait to see it a second time.","100","2101441"
"20160","Garden State gets it. Not since ""The Graduate"" has a movie nailed the beautiful terror of standing on the brink of adulthood with such satisfying precision.","100","333766"
"20161","It hardly rewrites the rulebook, but Warrior is a powerful, moving and brilliant sports-pic-cum-family drama. Like ""The Fighter,"" but with kicking.","100","1291584"
"20162","A captivating 1930s-set caper whose innumerable surface pleasures might just seduce you into overlooking its sly intelligence and depth of feeling.","100","2278388"
"20163","Raising Arizona is the best comedy about kidnapping ever made. Small category, admittedly. This is a film that gets a laugh -- legitimate, unqualified, not a sick laugh at all -- out of a running gag in which a baby is left in the middle of an Arizona highway by thugs on the lam. Cars bear down, a ""biker from Hell"" attacks. How many filmmakers could get away with baby-in-jeopardy jokes? [10 Apr 1987, p.D1]","100","93822"
"20164","Usually, the plot of a romantic comedy revolved around two people wanting to marry each other. With Powell and Loy, with their charm, warmth and sex appeal, the story became about two people who were married -- and liked it. [02 Aug 2005, p.E1]","100","25878"
"20165","The tough beauty of the picture is that it lets each viewer weigh the costs and benefits to Gardner. It's a genuinely transporting inspirational movie because it's also a cautionary tale. It doesn't downplay the hero's occasional clumsiness or pigheadedness.","100","454921"
"20166","The best, surely the smartest, English-language movie of the year to date.","100","425112"
"20167","It’s real Streetcar Named Desire territory as the fights pile up, and if you think that doesn’t sound entertaining, know that it is, in a hypnotically catastrophic way.","100","2334873"
"20168","The most powerfully entrancing children's film in years. Of course, a true kid's classic is just as magical for adults.","100","304141"
"20169","Don't be too quick to jump on Hurt with complaints of old-fashioned gay stereotyping. Only with a development well into the movie will the audience realize the layers he brought to Molina's role-playing.","100","89424"
"20170","1917 is Mendes’s most purely ambitious and passionate picture since his misunderstood and under-appreciated Jarhead of 2005. It’s bold, thrilling film-making.","100","8579674"
"20171","The casting of Reeves in the lead role is inspired: who better than the star of ""The Matrix"" and its sequels, a trilogy that borrows heavily from Dick's sensibility and obsessions, to play a personality split through overindulgence in drugs and manipulation by outside forces he barely recognizes?","100","405296"
"20172","This film has a voice of its own. And at a time when the romantic comedy seems to be a lost art form, that's saying something.","100","1405365"
"20173","Van Dormael has crafted a saga that, even at two-plus hours, is endlessly, enormously watchable.","100","485947"
"20174","This remarkable analysis of a decade whenAmerican society lost its moral compass is both brutally honest and lyrically compassionate.","100","119349"
"20175","The film is inspirational and educational - and it is also entertaining, as movies must be before they can be anything else.","100","104797"
"20176","The Big Easy is one of the richest American films of the year. It also happens to be a great thriller.","100","92654"
"20177","A tour de force so haunting that other films can't exorcise the memory of its radiant cast, exquisite craftsmanship or complex system of metaphors. This, ladies and gentlemen, is a movie.","100","116209"
"20178","It's a remarkable film: A gritty, gut-churning, crime thriller based on a true story. Its greatness lies in its unwavering fidelity to human nature and the unstoppable laws of the wild.","100","1313092"
"20179","Full force Will Ferrell at his best. And as an added bonus, we all get one of the funniest movies of the year...that is if you don't mind your humor on the rude and crude side.","100","357413"
"20180","The movie masterfully evokes, through stunning direction and magnificent performances, the heat and passion of desperate people living in desperate times. [18 Feb 1983]","100","86617"
"20181","With Vox Lux, Corbet has delivered a towering film, a unique uncompromising vision that reveals the darkness on the edge of town that lurks in the depths of the spotlight. It’s funny, thrilling, deadly serious and achieves genuine depth.","100","5960374"
"20182","This is a sequel that has its own story to tell and that gets right down to it, and it expands on the ideas from the first film, but in a way that tells a thematically satisfying and complete story. In other words, this is how franchises are supposed to work.","100","1646971"
"20183","Feig has done a superb job of building a compelling story from angular bits that shouldn’t fit together but do while making pointed commentary on everything from gender roles to social media.","100","7040874"
"20184","All this is dramatized expertly and with a lightness of touch in Simon Beaufoy’s screenplay and in the direction of Jonathan Dayton and Valerie Faris, the team behind “Little Miss Sunshine.”","100","4622512"
"20185","It plays like one of Linklater’s most intimate gifts, an adult rumination on the tricky subject of patriotism.","100","6018306"
"20186","Unquestionalby it's an instant classic, probably the grisliest well-made movie ever. [26 May 1983]","100","83907"
"20187","Who's going to love it? Anyone with a sense of humor: Team America: World Police is hands-down the funniest movie of the year.","100","372588"
"20188","This is a movie that surprises you. The setup is such familiar material that you think the story is going to be flat and fast. But the screenplay by John Lee Hancock goes deep. And the direction by Clint Eastwood finds strange, quiet moments of perfect truth in the story.","100","107808"
"20189","One of the greatest science and moral fiction movies ever made.","100","93593"
"20190","Director Richard Rush's unique moviemaking saga is one of the consummate screen treats of its day, though its offbeat subject matter and tone caused it some problems. [23 Nov 2001, p.8E]","100","81568"
"20191","One of the best film musicals in years -- exuberant, sexy and life affirming in equal measure.","100","294870"
"20192","This is Spielberg operating at his peak - an exceptionally made, provocative and vital film for our times.","100","408306"
"20193","This is the legal movie that lawyers most often praise for its realism, in terms of not only story but also tone and atmosphere. It's full of great scenes. [08 Apr 2012, p.P19]","100","52561"
"20194","Taken a little too seriously, My Cousin Vinny can be seen as a celebration of the breadth and richness of the American landscape. Maybe the movie isn't exactly about that, but to enjoy it is, in a small way, to celebrate that richness.[13 Mar 1992, p.D3]","100","104952"
"20195","That such intelligence could be contained in a movie that is simultaneously so funny and so entertaining is some kind of a miracle.","100","98258"
"20196","Marriage Story may often resemble a tug of war between its stars, but it’s on both of their sides.","100","7653254"
"20197","This is a baseball movie with virtually no actual baseball footage in it -- yet you're so involved with the characters that you don't miss it in the slightest. Cobb is a brilliant film. And with it, Ron Shelton elevates himself to the top shelf of American filmmakers. [06 Jan 1995, p.C1]","100","109450"
"20198","Potentially oppressive subject matter is redeemed by impeccable moral integrity and stunning artistry.","100","163988"
"20199","Rain is a 126-minute genre movie stacked for effect; when you see Douglas racing his motorcycle at the beginning, you know what the climax will be. Scott, though, may be the definitive state-of-the-art moviemaker right now - and violent Rain is the most aggressively cinematic movie in a while. [22 Sep 1989, p.1D]","100","96933"
"20200","Hawks weaves brawny romance and humor and a man’s-man sort of heartbreak into his tribute to the ideal of vocation.","100","31762"
"20201","A lean and mean horror comedy classic.","100","144084"
"20202","It took the German restorers four years to ready this print using dupe negatives and old prints found in archives around the world. Their work speaks for itself. Each frame of this classic is drop-dead stunning, the more so now that the movie no longer hiccups its way across the screen.","100","17136"
"20203","A caustic comedy of Hollywood manners.","100","254099"
